nomor_registrasi,nama_produk,komposisi,list_zat_aktif,primary_drug_category,all_drug_categories,matched
DKI1642900144A1,FORMENING,MENINGOCOCCAL POLYSACCHARIDE GROUP A | MENINGOCOCCAL POLYSACCHARIDE GROUP C | MENINGOCOCCAL POLYSACCHARIDE GROUP W | MENINGOCOCCAL POLYSACCHARIDE GROUP Y,"['MENINGOCOCCAL POLYSACCHARIDE GROUP A', 'MENINGOCOCCAL POLYSACCHARIDE GROUP C', 'MENINGOCOCCAL POLYSACCHARIDE GROUP W', 'MENINGOCOCCAL POLYSACCHARIDE GROUP Y']",UNKNOWN,,0
DTL0233402837A1,FORTUSIN,AMMONIUM CHLORIDE | BROMHEXINE HYDROCHLORIDE | DIPHENHYDRAMINE HYDROCHLORIDE | PHENYLEPHRINE HYDROCHLORIDE | SODIUM CITRATE DIHYDRATE | SUCCUS LIQUIRITIAE,"['AMMONIUM CHLORIDE', 'BROMHEXINE HYDROCHLORIDE', 'DIPHENHYDRAMINE HYDROCHLORIDE', 'PHENYLEPHRINE HYDROCHLORIDE', 'SODIUM CITRATE DIHYDRATE', 'SUCCUS LIQUIRITIAE']",UNKNOWN,,0
DKI1735301317A1,FORXIGA,DAPAGLIFLOZIN PROPANEDIOL,['DAPAGLIFLOZIN PROPANEDIOL'],antidiabetes,antidiabetes,1
LKE21066203,FOSAMAX,ALENDRONAT SODIUM,['ALENDRONAT SODIUM'],UNKNOWN,,0
DKI2554001144A1,FOSAP,FOSAPREPITANT DIMEGLUMINE,['FOSAPREPITANT DIMEGLUMINE'],UNKNOWN,,0
DKL2033549409A1,FOSBIN,SEVELAMER CARBONATE,['SEVELAMER CARBONATE'],UNKNOWN,,0
DTL0231522358A1,FOSEN,SODIUM DIHYDROGEN PHOSPHATE MONOHYDRATE. DISODIUM HYDROGEN PHOSPHATE ANHYDROUS,['SODIUM DIHYDROGEN PHOSPHATE MONOHYDRATE. DISODIUM HYDROGEN PHOSPHATE ANHYDROUS'],UNKNOWN,,0
DKL0605041344B1,FOSMIDEX 2,KOMBINASI-FOSFOMYCIN SODIUM STERILE MIXTURE WITH CITRIC ACID,['FOSFOMYCIN SODIUM STERILE MIXTURE WITH CITRIC ACID'],UNKNOWN,,0
DKI1944600263A1,FOSRENOL,LANTHANUM (III) CARBONATE HYDRATE,[],UNKNOWN,,0
DKI2467200244A1,FOSTIMON,UROFOLLITROPIN,['UROFOLLITROPIN'],UNKNOWN,,0
DKL1133524644A1,FOSULAR,CEFOPERAZONE SODIUM DAN SULBACTAM SODIUM ~ CEFOPERAZONE 500 MG DAN SULBACTAM 500,['CEFOPERAZONE SODIUM DAN SULBACTAM SODIUM ~ CEFOPERAZONE 500 MG DAN SULBACTAM 500'],UNKNOWN,,0
DKI2380303343A1,FRAIZERON,SECUKINUMAB,['SECUKINUMAB'],UNKNOWN,,0
DKI2358501917A1,FREORLA,ABROCITINIB,['ABROCITINIB'],UNKNOWN,,0
DKL0433306710A1,FRIMANIA 200,LITHIUM CARBONATE,['LITHIUM CARBONATE'],UNKNOWN,,0
DKI2671000217A1,FRIPNIT PLUS,ISONIAZID | RIFAPENTINE,"['ISONIAZID', 'RIFAPENTINE']",UNKNOWN,,0
DKL2333556139A1,FRIVENTIL,SALMETEROL XINAFOATE. FLUTICASONE PROPIONATE,['SALMETEROL XINAFOATE. FLUTICASONE PROPIONATE'],kortikosteroid,kortikosteroid,1
DKI1414600129A1,FUCICORT,FUSIDIC ACID. BETAMETHASONE VALERATE,['FUSIDIC ACID. BETAMETHASONE VALERATE'],kortikosteroid,kortikosteroid,1
DKL2116712729A1,FUCIGEN,FLUOCINOLONE ACETONIDE. GENTAMICIN SULFATE,['FLUOCINOLONE ACETONIDE. GENTAMICIN SULFATE'],UNKNOWN,,0
DKI2130700443A1,FULPHILA,PEGFILGRASTIM,['PEGFILGRASTIM'],UNKNOWN,,0
DKI2462700243A1,FULVERON,FULVESTRANT,['FULVESTRANT'],UNKNOWN,,0
DKL7603815431A1,FUNGICID,AMPHOTERICIN B,['AMPHOTERICIN B'],UNKNOWN,,0
DKL1615624543A1,FURAMIN,DEXTROSE MONOHYDRATE | FURSULTIAMINE HYDROCHLORIDE,"['DEXTROSE MONOHYDRATE', 'FURSULTIAMINE HYDROCHLORIDE']",UNKNOWN,,0
DKL2517634829A1,FUSIBAT BV,BETAMETHASONE VALERATE | FUSIDIC ACID,"['BETAMETHASONE VALERATE', 'FUSIDIC ACID']",kortikosteroid,kortikosteroid,1
DKL2042801129A1,FUSIDASOL,BETAMETHASONE DIPROPIONATE | FUSIDIC ACID,"['BETAMETHASONE DIPROPIONATE', 'FUSIDIC ACID']",kortikosteroid,kortikosteroid,1
GKL2504136329A1,FUSIDIC ACID,FUSIDIC ACID,['FUSIDIC ACID'],UNKNOWN,,0
DKL0622242749A1,FUTROLIT,CALCIUM CHLORIDE DIHYDRATE | MAGNESIUM CHLORIDE HEXAHYDRATE | POTASSIUM CHLORIDE | SODIUM ACETATE TRIHYDRATE | SODIUM CHLORIDE | SORBITOL,"['CALCIUM CHLORIDE DIHYDRATE', 'MAGNESIUM CHLORIDE HEXAHYDRATE', 'POTASSIUM CHLORIDE', 'SODIUM ACETATE TRIHYDRATE', 'SODIUM CHLORIDE', 'SORBITOL']",UNKNOWN,,0
DKI1849600117A1,FYCOMPA,PERAMPANEL,['PERAMPANEL'],UNKNOWN,,0
GKL2202508001A1,GABAPENTIN,GABAPENTIN,['GABAPENTIN'],antikonvulsan,antikonvulsan,1
DKI0768203243A1,GADOVIST,GADOBUTROL,['GADOBUTROL'],UNKNOWN,,0
DKI2143400943A1,GALATOR,GLATIRAMER ACETATE,['GLATIRAMER ACETATE'],UNKNOWN,,0
DKL2231550043A1,GAMMADEX,SUGAMMADEX SODIUM,['SUGAMMADEX SODIUM'],UNKNOWN,,0
DKI1563500743A1,GARDASIL,HUMAN PAPILLOMAVIRUS TYPE 11 L1 PROTEIN | HUMAN PAPILLOMAVIRUS TYPE 16 L1 PROTEIN | HUMAN PAPILLOMAVIRUS TYPE 18 L1 PROTEIN | HUMAN PAPILLOMAVIRUS TYPE 6 L1 PROTEIN,[],UNKNOWN,,0
DKI1863501043A1,GARDASIL 9,HUMAN PAPILLOMAVIRUS TYPE 11 L1 PROTEIN | HUMAN PAPILLOMAVIRUS TYPE 16 L1 PROTEIN | HUMAN PAPILLOMAVIRUS TYPE 18 L1 PROTEIN | HUMAN PAPILLOMAVIRUS TYPE 31 L1 PROTEIN | HUMAN PAPILLOMAVIRUS TYPE 33 L1 PROTEIN | HUMAN PAPILLOMAVIRUS TYPE 45 L1 PROTEIN | HUMAN PAPILLOMAVIRUS TYPE 52 L1 PROTEIN | HUMAN PAPILLOMAVIRUS TYPE 58 L1 PROTEIN | HUMAN PAPILLOMAVIRUS TYPE 6 L1 PROTEIN,[],UNKNOWN,,0
DBL1904529110A1,GASTRAN,SIMETHICONE. MAGNESIUM HYDROXIDE. DRIED ALUMINIUM HYDROXIDE GEL,['SIMETHICONE. MAGNESIUM HYDROXIDE. DRIED ALUMINIUM HYDROXIDE GEL'],UNKNOWN,,0
DTL2533560241A1,GATADIN,DIPHENHYDRAMINE HYDROCHLORIDE | KOMBINASI-CALAMINE | ZINC OXIDE,"['DIPHENHYDRAMINE HYDROCHLORIDE', 'KOMBINASI-CALAMINE', 'ZINC OXIDE']",UNKNOWN,,0
DKI2157509849A1,GAZYVA,OBINUTUZUMAB,['OBINUTUZUMAB'],UNKNOWN,,0
DKI2260501343A1,GCFLU QUADRIVALENT NH,A/VICTORIA/2570/2019 (H1N1) PDM09 - LIKE VIRUS (A/VICTORIA/2570/2019. IVR-215). A/CAMBODIA/E0826360/2020 (H3N2)-LIKE VIRUS (A/CAMBODIA/E0826360/2020. IVR-224). B/WASHINGTON/02/2019 - LIKE VIRUS (B/WASHINGTON/02/2019. WILD TYPE). B/PHUKET/3073/2013 - LI,['A/VICTORIA/2570/2019 (H1N1) PDM09 - LIKE VIRUS (A/VICTORIA/2570/2019. IVR-215). A/CAMBODIA/E0826360/2020 (H3N2)-LIKE VIRUS (A/CAMBODIA/E0826360/2020. IVR-224). B/WASHINGTON/02/2019 - LIKE VIRUS (B/WASHINGTON/02/2019. WILD TYPE). B/PHUKET/3073/2013 - LI'],UNKNOWN,,0
DKL2544301817A1,GEFITAB,GEFITINIB,['GEFITINIB'],UNKNOWN,,0
DKI1234700149A1,GELAFUSAL,GELATIN POLYSUCCINATE,['GELATIN POLYSUCCINATE'],UNKNOWN,,0
DKI1277201949A1,GELOFUSINE,SODIUM CHLORIDE. KOMBINASI-SUCCINYLATED GELATIN,['SODIUM CHLORIDE. KOMBINASI-SUCCINYLATED GELATIN'],UNKNOWN,,0
DKI2577202149A1,GELOFUSINE,KOMBINASI-SUCCINYLATED GELATIN | SODIUM CHLORIDE,"['SUCCINYLATED GELATIN', 'SODIUM CHLORIDE']",UNKNOWN,,0
GKL1522250344B1,GEMCITABINE HYDROCHLORIDE,GEMCITABINE HYDROCHLORIDE,['GEMCITABINE HYDROCHLORIDE'],UNKNOWN,,0
GKL0319925301A1,GEMFIBROZIL,GEMFIBROZIL,['GEMFIBROZIL'],UNKNOWN,,0
DKL0213310710A1,GENOCLOM,CLOMIFENE CITRATE,['CLOMIFENE CITRATE'],UNKNOWN,,0
DKL0608014129A1,GENOLON,FLUOCINOLONE ACETONIDE | GENTAMICIN SULFATE,"['FLUOCINOLONE ACETONIDE', 'GENTAMICIN SULFATE']",UNKNOWN,,0
DKL0830909329A1,GENTALEX,GENTAMICIN SULFATE,['GENTAMICIN SULFATE'],UNKNOWN,,0
DKL0203809146A1,GENTASON B,BETAMETHASONE SODIUM PHOSPHATE. GENTAMICIN SULFATE,['BETAMETHASONE SODIUM PHOSPHATE. GENTAMICIN SULFATE'],kortikosteroid,kortikosteroid,1
DBL2616714563A1,GENTICON,SIMETHICONE,['SIMETHICONE'],UNKNOWN,,0
DKL1707916643B1,GESTIN F2,ESTRADIOL CYPIONATE. MEDROXYPROGESTERONE ACETATE,['ESTRADIOL CYPIONATE. MEDROXYPROGESTERONE ACETATE'],UNKNOWN,,0
DKL1707916643C1,GESTIN F3,ESTRADIOL CYPIONATE | MEDROXYPROGESTERONE ACETATE,"['ESTRADIOL CYPIONATE', 'MEDROXYPROGESTERONE ACETATE']",UNKNOWN,,0
DKL1303813746A1,GIFLOX,GATIFLOXACIN SESQUIHYDRATE,['GATIFLOXACIN SESQUIHYDRATE'],antibiotik_fluorokuinolon,antibiotik_fluorokuinolon,1
DTL0033401237A1,GIGADRYL,GUAIFENESIN | PROMETHAZINE HYDROCHLORIDE,"['GUAIFENESIN', 'PROMETHAZINE HYDROCHLORIDE']",UNKNOWN,,0
DKI1567509101A1,GILENYA,FINGOLIMOD HYDROCHLORIDE,['FINGOLIMOD HYDROCHLORIDE'],UNKNOWN,,0
DKL9817614643A1,GITAS,HYOSCINE BUTYLBROMIDE,['HYOSCINE BUTYLBROMIDE'],UNKNOWN,,0
DKL9817614709A1,GITAS PLUS,HYOSCINE BUTYLBROMIDE. PARACETAMOL,[],UNKNOWN,,0
DKL0922246710A1,GLAUSETA,ACETAZOLAMIDE,['ACETAZOLAMIDE'],UNKNOWN,,0
GKL2102363910A1,GLICLAZIDE,GLICLAZIDE,['GLICLAZIDE'],antidiabetes,antidiabetes,1
GKL1413319304B1,GLIMEPIRIDE,GLIMEPIRIDE,['GLIMEPIRIDE'],antidiabetes,antidiabetes,1
DKL2633532701B1,GLINOV,PREGABALIN,['PREGABALIN'],antikonvulsan,antikonvulsan,1
LKE14055071,GLIPIZIDE,GLIPIZIDE,['GLIPIZIDE'],antidiabetes,antidiabetes,1
DKI2121001417A1,GLIVEC,IMATINIB MESILATE,['IMATINIB MESILATE'],UNKNOWN,,0
DKL2003816746A1,GLOPAC,BRINZOLAMIDE,['BRINZOLAMIDE'],UNKNOWN,,0
DKL2103816946A1,GLOPAC PLUS,BRINZOLAMIDE. TIMOLOL MALEATE,['BRINZOLAMIDE. TIMOLOL MALEATE'],UNKNOWN,,0
DKL1134609210A1,GLUBOSE,ACARBOSE,['ACARBOSE'],antidiabetes,antidiabetes,1
DKL1915809314A1,GLUCOPHAGE XR,METFORMIN HYDROCHLORIDE,['METFORMIN HYDROCHLORIDE'],antidiabetes,antidiabetes,1
DKL1715809217C1,GLUCOVANCE,METFORMIN HYDROCHLORIDE. GLIBENCLAMIDE,[],UNKNOWN,,0
DKL1715719209B1,GLUCOVEL 2,GLIMEPIRIDE. METFORMIN HYDROCHLORIDE,['GLIMEPIRIDE. METFORMIN HYDROCHLORIDE'],antidiabetes,antidiabetes,1
DKL0133701610A1,GLURENORM,GLIQUIDONE,['GLIQUIDONE'],antidiabetes,antidiabetes,1
DKL2518835817B1,GLUSITIN 100,SITAGLIPTIN PHOSPHATE,['SITAGLIPTIN PHOSPHATE'],antidiabetes,antidiabetes,1
DKL1922256649A1,GLUTALAN,L-ALANYL-L-GLUTAMINE,['L-ALANYL-L-GLUTAMINE'],UNKNOWN,,0
DKL2005063417A1,GLUVAS M,GLIMEPIRIDE. KOMBINASI-METFORMIN HCL GRANULES DC 95,['GLIMEPIRIDE. KOMBINASI-METFORMIN HCL GRANULES DC 95'],antidiabetes,antidiabetes,1
GKL1933546049A1,GLYCERYL TRINITRATE,KOMBINASI-GLYCERYL TRINITRATE 5% IN PROPYLENE GLYCOL (W/W),['GLYCERYL TRINITRATE 5% IN PROPYLENE GLYCOL (W/W)'],UNKNOWN,,0
DKI1946000449A1,GLYCOPHOS,SODIUM GLYCEROPHOSPHATE HYDRATED,['SODIUM GLYCEROPHOSPHATE HYDRATED'],UNKNOWN,,0
DKI2151700844A1,GLYPRESSIN,TERLIPRESSIN,['TERLIPRESSIN'],UNKNOWN,,0
DKI2424200717A1,GLYXAMBI,EMPAGLIFLOZIN | LINAGLIPTIN,"['EMPAGLIFLOZIN', 'LINAGLIPTIN']",antidiabetes,antidiabetes,1
DKI2124200517A1,GLYXAMBI,EMPAGLIFLOZIN. LINAGLIPTIN,['EMPAGLIFLOZIN. LINAGLIPTIN'],antidiabetes,antidiabetes,1
DKL9508003117A1,GOFLEX,NABUMETONE,['NABUMETONE'],nsaid,nsaid,1
DKI0980501144A1,GONAL - F 1050 IU (77 MCG),FOLLITROPIN ALFA,[],UNKNOWN,,0
DKI2265400117A1,GOOFICE,ELOBIXIBAT MONOHYDRATE,['ELOBIXIBAT MONOHYDRATE'],UNKNOWN,,0
DKL9708009310A1,GORALGIN,METAMIZOLE SODIUM. PYRIDOXINE HYDROCHLORIDE. THIAMINE MONONITRATE. CYANOCOBALAMIN,['METAMIZOLE SODIUM. PYRIDOXINE HYDROCHLORIDE. THIAMINE MONONITRATE. CYANOCOBALAMIN'],UNKNOWN,,0
DKL2140814437A1,GOXO,OXOMEMAZINE. GUAIFENESIN,['OXOMEMAZINE. GUAIFENESIN'],UNKNOWN,,0
DBL2238601509A1,GPA NEURON,THIAMINE MONONITRATE. CYANOCOBALAMIN. PYRIDOXINE HYDROCHLORIDE,['THIAMINE MONONITRATE. CYANOCOBALAMIN. PYRIDOXINE HYDROCHLORIDE'],UNKNOWN,,0
LKE12147007,GRAN APAP-PPA-CTM DC YELLOW (DECOLGEN FORTE GRANUL),PHENYLPROPANOLAMINE HYDROCHLORIDE. CHLORPHENAMINE MALEATE. PARACETAMOL,['PHENYLPROPANOLAMINE HYDROCHLORIDE. CHLORPHENAMINE MALEATE. PARACETAMOL'],UNKNOWN,,0
DKI0185600344A1,GRANOCYTE 34,LENOGRASTIM,['LENOGRASTIM'],UNKNOWN,,0
DTL9131102504A1,GRANTUSIF,DEXTROMETHORPHAN HYDROBROMIDE | DIPHENHYDRAMINE HYDROCHLORIDE | GUAIFENESIN,"['DEXTROMETHORPHAN HYDROBROMIDE', 'DIPHENHYDRAMINE HYDROCHLORIDE', 'GUAIFENESIN']",UNKNOWN,,0
DTL2631118881A1,GRASTOP,ZINC SULFATE MONOHYDRATE,['ZINC SULFATE MONOHYDRATE'],UNKNOWN,,0
DKI2160501244A1,GREEN VIII,HUMAN COAGULATION FACTOR VIII,['HUMAN COAGULATION FACTOR VIII'],UNKNOWN,,0
DKL7819913810A1,GRIVIN FORTE,GRISEOFULVIN,['GRISEOFULVIN'],UNKNOWN,,0
GTL1915208110A1,GUAIFENESIN,GUAIFENESIN GRANULES 95,['GUAIFENESIN GRANULES 95'],UNKNOWN,,0
DKL9408002110B1,GUARPOSID - 5,CISAPRIDE MONOHYDRATE,['CISAPRIDE MONOHYDRATE'],UNKNOWN,,0
DTL9231801610A1,GUNACOLD,CHLORPHENAMINE MALEATE. PHENYLPROPANOLAMINE HYDROCHLORIDE. PARACETAMOL,['CHLORPHENAMINE MALEATE. PHENYLPROPANOLAMINE HYDROCHLORIDE. PARACETAMOL'],UNKNOWN,,0
DKL1727806330A1,HAEMOCAINE,LIDOCAINE HYDROCHLORIDE. HYDROCORTISONE ACETATE,['LIDOCAINE HYDROCHLORIDE. HYDROCORTISONE ACETATE'],kortikosteroid,kortikosteroid,1
DTL7204216737A1,HALFILYN,PROMETHAZINE HYDROCHLORIDE. PSEUDOEPHEDRINE HYDROCHLORIDE. AMMONIUM CHLORIDE,['PROMETHAZINE HYDROCHLORIDE. PSEUDOEPHEDRINE HYDROCHLORIDE. AMMONIUM CHLORIDE'],UNKNOWN,,0
DTL9004204737A1,HALMEZIN,AMMONIUM CHLORIDE | BROMHEXINE HYDROCHLORIDE | DEXTROMETHORPHAN HYDROBROMIDE | PROMETHAZINE HYDROCHLORIDE,"['AMMONIUM CHLORIDE', 'BROMHEXINE HYDROCHLORIDE', 'DEXTROMETHORPHAN HYDROBROMIDE', 'PROMETHAZINE HYDROCHLORIDE']",UNKNOWN,,0
DKI1120100414A1,HARNAL OCAS,TAMSULOSIN HYDROCHLORIDE,['TAMSULOSIN HYDROCHLORIDE'],UNKNOWN,,0
DKI2567800243A1,HECOLIN,RECOMBINANT HEPATITIS E ANTIGEN,['RECOMBINANT HEPATITIS E ANTIGEN'],UNKNOWN,,0
DKI2161200122A1,HELIFORCE,UREA 13C,['UREA 13C'],UNKNOWN,,0
DKL9913018929A1,HELTISKIN,CLOTRIMAZOLE. BETAMETHASONE DIPROPIONATE,[],UNKNOWN,,0
DKI2157508843B1,HEMLIBRA,EMICIZUMAB,['EMICIZUMAB'],UNKNOWN,,0
DBL8515801201A1,HEMOBION,ASCORBIC ACID | CALCIUM CARBONATE | CHOLECALCIFEROL | CYANOCOBALAMIN | FERROUS FUMARATE | FOLIC ACID,"['ASCORBIC ACID', 'CALCIUM CARBONATE', 'CHOLECALCIFEROL', 'CYANOCOBALAMIN', 'FERROUS FUMARATE', 'FOLIC ACID']",UNKNOWN,,0
DKI2569500144A1,HEMOFE,OMFILOCTOCOG ALFA,['OMFILOCTOCOG ALFA'],UNKNOWN,,0
GKL2133551643A1,HEPARIN SODIUM,HEPARIN SODIUM,['HEPARIN SODIUM'],antikoagulan,antikoagulan,1
DKI2518605617A1,HERCITEM,MACITENTAN,['MACITENTAN'],UNKNOWN,,0
DKI2570500117A1,HERNERA®,NERATINIB MALEATE,['NERATINIB MALEATE'],UNKNOWN,,0
DKI2561700180C1,HERTUMAB,TRASTUZUMAB,['TRASTUZUMAB'],UNKNOWN,,0
DKI2162200181A1,HEVAPIR,ENTECAVIR,[],UNKNOWN,,0
DTL8918805840A1,HEXADOL,HEXETIDINE,['HEXETIDINE'],UNKNOWN,,0
DKI1459703243A1,HEXAXIM,DIPHTERIA TOXOID | FILAMENTOUS HAEMAGGLUTININ | HAEMOPHILUS INFLUENZAE TYPE B POLYSACCHARIDE CONJUGATED TO TETANUS TOXOID | HEPATITIS B SURFACE ANTIGEN | INACTIVATED POLIOMYELITIS VIRUS TYPE 1 (MAHONEY STRAIN) | INACTIVATED POLIOMYELITIS VIRUS TYPE 2 (MEF STRAIN) | INACTIVATED POLIOMYELITIS VIRUS TYPE 3 (SAUKETT STRAIN) | PERTUSSIS TOXOID | TETANUS TOXOID,"['DIPHTERIA TOXOID', 'FILAMENTOUS HAEMAGGLUTININ', 'HAEMOPHILUS INFLUENZAE TYPE B POLYSACCHARIDE CONJUGATED TO TETANUS TOXOID', 'HEPATITIS B SURFACE ANTIGEN', 'INACTIVATED POLIOMYELITIS VIRUS TYPE 1 (MAHONEY STRAIN)', 'INACTIVATED POLIOMYELITIS VIRUS TYPE 2 (MEF STRAIN)', 'INACTIVATED POLIOMYELITIS VIRUS TYPE 3 (SAUKETT STRAIN)', 'PERTUSSIS TOXOID', 'TETANUS TOXOID']",UNKNOWN,,0
DKI1514700101A1,HIDRASEC,RACECADOTRIL,['RACECADOTRIL'],UNKNOWN,,0
DKI2238100901A1,HIPERDEXT PLUS,DUTASTERIDE. KOMBINASI-TAMSULOSIN PELLET 0. 2176%,['DUTASTERIDE. KOMBINASI-TAMSULOSIN PELLET 0. 2176%'],UNKNOWN,,0
DKI1938500543A1,HISHIPHAGEN,L-CYSTEINE HYDROCHLORIDE MONOHYDRATE . MONOAMMONIUM GLYCYRRHIZINATE. GLYCINE,['L-CYSTEINE HYDROCHLORIDE MONOHYDRATE . MONOAMMONIUM GLYCYRRHIZINATE. GLYCINE'],UNKNOWN,,0
DKL1834613110A1,HISTRINE LEVO,KOMBINASI-COMPRESSIBLE GRANULES FOR LEVOCETIRIZINE DIHYDROCHLORIDE ODT,['COMPRESSIBLE GRANULES FOR LEVOCETIRIZINE DIHYDROCHLORIDE ODT'],UNKNOWN,,0
DKI1005000444A1,HOLOXAN,IFOSFAMIDE,['IFOSFAMIDE'],UNKNOWN,,0
DKL7603816346A1,HOMATRO 2%,HOMATROPINE HYDROBROMIDE | SODIUM CHLORIDE,"['HOMATROPINE HYDROBROMIDE', 'SODIUM CHLORIDE']",UNKNOWN,,0
DKL7206100910A1,HOMOCLOMIN,HOMOCHLORCYCLYZINE HYDROCHLORIDE,['HOMOCHLORCYCLYZINE HYDROCHLORIDE'],UNKNOWN,,0
DKI2570400117A1,HORMOSTON,DYDROGESTERONE,['DYDROGESTERONE'],UNKNOWN,,0
DTL2526204528A1,HOTIN DCL ZERO,DICLOFENAC DIETHYLAMINE,['DICLOFENAC DIETHYLAMINE'],nsaid,nsaid,1
DTL1907812337A1,HUFAFED EXPECTORANT,GUAIFENESIN | PSEUDOEPHEDRINE HYDROCHLORIDE | TRIPROLIDINE HYDROCHLORIDE,"['GUAIFENESIN', 'PSEUDOEPHEDRINE HYDROCHLORIDE', 'TRIPROLIDINE HYDROCHLORIDE']",UNKNOWN,,0
DKL0807809933A1,HUFAFURAL,NIFUROXAZIDE,['NIFUROXAZIDE'],UNKNOWN,,0
DTL0607809137A1,HUFAGRIPP BP BATUK KERING DAN PILEK,PSEUDOEPHEDRINE HYDROCHLORIDE. CHLORPHENAMINE MALEATE. DEXTROMETHORPHAN HYDROBROMIDE,['PSEUDOEPHEDRINE HYDROCHLORIDE. CHLORPHENAMINE MALEATE. DEXTROMETHORPHAN HYDROBROMIDE'],UNKNOWN,,0
DTL2007812737A1,HUFAGRIPP BP BATUK KERING DAN PILEK DEWASA,PSEUDOEPHEDRINE HYDROCHLORIDE. DEXTROMETHORPHAN HYDROBROMIDE. CHLORPHENAMINE MALEATE,['PSEUDOEPHEDRINE HYDROCHLORIDE. DEXTROMETHORPHAN HYDROBROMIDE. CHLORPHENAMINE MALEATE'],UNKNOWN,,0
DTL0907810237A1,HUFAGRIPP PILEK,CHLORPHENAMINE MALEATE. PSEUDOEPHEDRINE HYDROCHLORIDE,[],UNKNOWN,,0
DTL2507813337A1,HUFAGRIPP PILEK PE,CHLORPHENAMINE MALEATE | PHENYLEPHRINE HYDROCHLORIDE,"['CHLORPHENAMINE MALEATE', 'PHENYLEPHRINE HYDROCHLORIDE']",UNKNOWN,,0
DBL9507805909A1,HUFANEURON,THIAMINE HYDROCHLORIDE. PYRIDOXINE HYDROCHLORIDE. CYANOCOBALAMIN,['THIAMINE HYDROCHLORIDE. PYRIDOXINE HYDROCHLORIDE. CYANOCOBALAMIN'],UNKNOWN,,0
DTL1207811037A1,HUFASULVON KIDS,BROMHEXINE HYDROCHLORIDE,['BROMHEXINE HYDROCHLORIDE'],UNKNOWN,,0
DTL2607813537A1,HUFATUSSIN,DEXTROMETHORPHAN HYDROBROMIDE | DOXYLAMINE SUCCINATE,"['DEXTROMETHORPHAN HYDROBROMIDE', 'DOXYLAMINE SUCCINATE']",UNKNOWN,,0
DKL8707801309A1,HUFRALGIN,THIAMINE HYDROCHLORIDE. PYRIDOXINE HYDROCHLORIDE. METAMIZOLE SODIUM MONOHYDRATE. CYANOCOBALAMIN,[],UNKNOWN,,0
DKI2488803343A1,HUMALOG KWIKPEN,INSULIN LISPRO,['INSULIN LISPRO'],antidiabetes,antidiabetes,1
DKL7619929810A1,HUSTAB,BROMHEXINE HYDROCHLORIDE. DIPHENHYDRAMINE HYDROCHLORIDE. PARACETAMOL,['BROMHEXINE HYDROCHLORIDE. DIPHENHYDRAMINE HYDROCHLORIDE. PARACETAMOL'],UNKNOWN,,0
DTL9908011637A1,HUSTADIN,DEXTROMETHORPHAN HYDROBROMIDE. CHLORPHENAMINE MALEATE. PSEUDOEPHEDRINE HYDROCHLORIDE,['DEXTROMETHORPHAN HYDROBROMIDE. CHLORPHENAMINE MALEATE. PSEUDOEPHEDRINE HYDROCHLORIDE'],UNKNOWN,,0
DTL7627913437A1,HUSTAREX,DEXTROMETHORPHAN HYDROBROMIDE | IPECACUANHA EXTRACT | SULFOGAIACOL POTASSIUM,"['DEXTROMETHORPHAN HYDROBROMIDE', 'IPECACUANHA EXTRACT', 'SULFOGAIACOL POTASSIUM']",UNKNOWN,,0
GKL2244405310A1,HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,['HYDROCHLOROTHIAZIDE'],UNKNOWN,,0
GKL2605070044A1,HYDROCORTISONE SODIUM SUCCINATE,KOMBINASI-HYDROCORTISONE SODIUM SUCCINATE BUFFERED 5 STERILE,['HYDROCORTISONE SODIUM SUCCINATE BUFFERED 5 STERILE'],kortikosteroid,kortikosteroid,1
GKL2113323844A1,HYDROCORTISONE SODIUM SUCCINATE,HYDROCORTISONE SODIUM SUCCINATE,['HYDROCORTISONE SODIUM SUCCINATE'],kortikosteroid,kortikosteroid,1
DKI1030600201A1,HYDROXYUREA MEDAC,HYDROXYCARBAMIDE,['HYDROXYCARBAMIDE'],UNKNOWN,,0
DKL0305033810C1,HYPERIL,RAMIPRIL,['RAMIPRIL'],ace_arb,ace_arb,1
DKI2590501643A1,HYPERRAB,HUMAN RABIES IMMUNOGLOBULIN,['HUMAN RABIES IMMUNOGLOBULIN'],UNKNOWN,,0
DKI2590501843A1,HYPERRHO S/D FULL DOSE,HUMAN RHO (D) IMMUNOGLOBULIN,['HUMAN RHO (D) IMMUNOGLOBULIN'],UNKNOWN,,0
LKE22066209,HYZAAR,LOSARTAN POTASSIUM. HYDROCHLOROTHIAZIDE,['LOSARTAN POTASSIUM. HYDROCHLOROTHIAZIDE'],ace_arb,ace_arb,1
DTL9606309937A1,IAFED,PSEUDOEPHEDRINE HYDROCHLORIDE. GUAIFENESIN. DEXCHLORPHENIRAMINE MALEATE,['PSEUDOEPHEDRINE HYDROCHLORIDE. GUAIFENESIN. DEXCHLORPHENIRAMINE MALEATE'],UNKNOWN,,0
DTL1206314110A1,IAFED,DEXCHLORPHENIRAMINE MALEATE | GUAIFENESIN | PSEUDOEPHEDRINE HYDROCHLORIDE,"['DEXCHLORPHENIRAMINE MALEATE', 'GUAIFENESIN', 'PSEUDOEPHEDRINE HYDROCHLORIDE']",UNKNOWN,,0
