backend_drug_id,nomor_registrasi,nama_produk,komposisi,komposisi_normalized,list_zat_aktif,jumlah_zat_aktif,drug_category,all_drug_categories,kategori_interaksi_obat,siap_cek_interaksi,kategori_obat_bpom,golongan_obat,perlu_resep,perlu_konfirmasi_apoteker,bentuk_sediaan,kelompok_bentuk_sediaan,rute_penggunaan_hint,kemasan,pendaftar,perusahaan,negara_asal,tanggal_terbit,masa_berlaku_sd,status_bpom,status_masa_berlaku,sisa_hari_berlaku,jumlah_varian_kemasan,category_match_source,category_match_pattern,category_source
DTL2006512204A1,DTL2006512204A1,TABOS EXTRA,PARACETAMOL. CAFFEINE. IBUPROFEN,PARACETAMOL. CAFFEINE. IBUPROFEN,['PARACETAMOL. CAFFEINE. IBUPROFEN'],1,nsaid,nsaid|xantin,nsaid,1,Obat Bebas Terbatas - Lokal,Obat Bebas Terbatas,0,1,KAPLET; 350 MG /50 MG /200 MG,kaplet,oral,"DUS, 10 AMPLOP @ 1 STRIP @ 10 KAPLET",ERRITA PHARMA - Indonesia,ERRITA PHARMA,Indonesia,2021-09-09,2026-09-09,Berlaku,aktif,96,1,drug_name_category_lookup.csv,CAFFEINE|IBUPROFEN,curated_rule
GKL2443504110A1,GKL2443504110A1,TELMISARTAN,Telmisartan 40 mg,TELMISARTAN 40 MG,['Telmisartan 40 mg'],1,ace_arb,ace_arb,ace_arb,1,Obat Generik Keras - Lokal,Obat Keras,1,1,TABLET,tablet,oral,"DUS, 3 BLISTER @ 10 TABLET",AMAROX PHARMA GLOBAL - Indonesia,AMAROX PHARMA GLOBAL,Indonesia,2024-11-16,2029-11-16,Berlaku,aktif,1260,1,drug_name_category_lookup.csv,TELMISARTAN,curated_rule
GKL2443504110B1,GKL2443504110B1,TELMISARTAN,Telmisartan 80 mg,TELMISARTAN 80 MG,['Telmisartan 80 mg'],1,ace_arb,ace_arb,ace_arb,1,Obat Generik Keras - Lokal,Obat Keras,1,1,TABLET,tablet,oral,"DUS, 3 BLISTER @ 10 TABLET",AMAROX PHARMA GLOBAL - Indonesia,AMAROX PHARMA GLOBAL,Indonesia,2024-10-31,2029-10-31,Berlaku,aktif,1244,1,drug_name_category_lookup.csv,TELMISARTAN,curated_rule
GKL1705056910B1,GKL1705056910B1,TELMISARTAN,TELMISARTAN,TELMISARTAN,['TELMISARTAN'],1,ace_arb,ace_arb,ace_arb,1,Obat Generik Keras - Lokal,Obat Keras,1,1,TABLET,tablet,oral,"DUS, 3 STRIP @ 10 TABLET",DEXA MEDICA - Indonesia,DEXA MEDICA,Indonesia,2026-03-31,2031-03-31,Berlaku,aktif,1760,1,drug_name_category_lookup.csv,TELMISARTAN,curated_rule
DKL2234616310A1,DKL2234616310A1,TELSAT AM,TELMISARTAN. AMLODIPINE BESILATE,TELMISARTAN. AMLODIPINE BESILATE,['TELMISARTAN. AMLODIPINE BESILATE'],1,ace_arb,ace_arb|ccb,ace_arb,1,Obat Keras - Lokal,Obat Keras,1,1,TABLET; 40 MG /6.93 MG,tablet,oral,"DUS, 3 BLISTER @ 10 TABLET",FERRON PAR PHARMACEUTICALS - Indonesia,FERRON PAR PHARMACEUTICALS,Indonesia,2022-11-02,2027-11-02,Berlaku,aktif,515,1,drug_name_category_lookup.csv,AMLODIPINE|TELMISARTAN,curated_rule
DKL9004112610B1,DKL9004112610B1,TENACE 10,ENALAPRIL MALEATE,ENALAPRIL MALEATE,['ENALAPRIL MALEATE'],1,ace_arb,ace_arb,ace_arb,1,Obat Keras - Lokal,Obat Keras,1,1,TABLET; 10.00 MG,tablet,oral,"DUS, 6 STRIP @ 10 TABLET",COMBIPHAR - Indonesia,COMBIPHAR,Indonesia,2022-08-10,2027-08-10,Berlaku,aktif,431,1,drug_name_category_lookup.csv,ENALAPRIL,curated_rule
DKL8805004810A1,DKL8805004810A1,TEOSAL,SALBUTAMOL SULFATE | THEOPHYLLINE,SALBUTAMOL SULFATE | THEOPHYLLINE,"['SALBUTAMOL SULFATE', 'THEOPHYLLINE']",2,xantin,xantin,xantin,1,Obat Keras - Lokal,Obat Keras,1,1,TABLET,tablet,oral,"DUS, 10 STRIP @ 10 TABLET",DEXA MEDICA - Indonesia,DEXA MEDICA,Indonesia,2025-05-09,2027-06-02,Berlaku,aktif,362,1,drug_name_category_lookup.csv,THEOPHYLLINE,curated_rule
DKL8509202230A1,DKL8509202230A1,TERIKORTIN,HYDROCORTISONE ACETATE. TETRACYCLINE HYDROCHLORIDE,HYDROCORTISONE ACETATE. TETRACYCLINE HYDROCHLORIDE,['HYDROCORTISONE ACETATE. TETRACYCLINE HYDROCHLORIDE'],1,antibiotik_tetrasiklin,antibiotik_tetrasiklin|kortikosteroid,antibiotik_tetrasiklin,1,Obat Keras - Lokal,Obat Keras,1,1,SALEP; 10 MG /30 MG,salep,topikal,"DUS, 1 TUBE @ 5 G",IFARS PHARMACEUTICAL LABORATORIES - Indonesia,IFARS PHARMACEUTICAL LABORATORIES,Indonesia,2022-10-14,2027-10-14,Berlaku,aktif,496,1,drug_name_category_lookup.csv,HYDROCORTISONE|TETRACYCLINE,curated_rule
GKL0734007501A1,GKL0734007501A1,TETRACYCLINE HCL,TETRACYCLINE HYDROCHLORIDE,TETRACYCLINE HYDROCHLORIDE,['TETRACYCLINE HYDROCHLORIDE'],1,antibiotik_tetrasiklin,antibiotik_tetrasiklin,antibiotik_tetrasiklin,1,Obat Generik Keras - Lokal,Obat Keras,1,1,KAPSUL,kapsul,oral,"DUS, 10 STRIP @ 10 KAPSUL",NOVAPHARIN - Indonesia,NOVAPHARIN,Indonesia,2025-09-15,2030-09-10,Berlaku,aktif,1558,1,drug_name_category_lookup.csv,TETRACYCLINE,curated_rule
DKL9308001129A1,DKL9308001129A1,THECORT,MICONAZOLE NITRATE. HYDROCORTISONE,MICONAZOLE NITRATE. HYDROCORTISONE,['MICONAZOLE NITRATE. HYDROCORTISONE'],1,kortikosteroid,kortikosteroid,kortikosteroid,1,Obat Keras - Lokal,Obat Keras,1,1,KRIM; 20 MG /10 MG,krim,topikal,"DUS, 1 TUBE @ 5 G",GUARDIAN PHARMATAMA - Indonesia,GUARDIAN PHARMATAMA,Indonesia,2022-10-26,2027-05-18,Berlaku,aktif,347,1,drug_name_category_lookup.csv,HYDROCORTISONE,curated_rule
GKL2605069906A1,GKL2605069906A1,THEOPHYLLINE,THEOPHYLLINE,THEOPHYLLINE,['THEOPHYLLINE'],1,xantin,xantin,xantin,1,Obat Generik Keras - Lokal,Obat Keras,1,1,KAPLET PELEPASAN LAMBAT,kaplet,oral,"DUS, 10 STRIP @ 10 KAPLET PELEPASAN LAMBAT",DEXA MEDICA - Indonesia,DEXA MEDICA,Indonesia,2026-04-12,2031-04-12,Berlaku,aktif,1772,1,drug_name_category_lookup.csv,THEOPHYLLINE,curated_rule
DTL7226108930A1,DTL7226108930A1,THROMBOPHOB,HEPARIN SODIUM. BENZYL NICOTINATE,HEPARIN SODIUM. BENZYL NICOTINATE,['HEPARIN SODIUM. BENZYL NICOTINATE'],1,antikoagulan,antikoagulan,antikoagulan,1,Obat Bebas Terbatas - Lokal,Obat Bebas Terbatas,0,0,SALEP; 50 IU /2.5 MG,salep,topikal,"DUS, TUBE @ 15 G",TUNGGAL IDAMAN ABDI - Indonesia,TUNGGAL IDAMAN ABDI,Indonesia,2021-12-06,2026-04-05,Berlaku,kedaluwarsa,-61,1,drug_name_category_lookup.csv,HEPARIN,curated_rule
DTL2526112428A1,DTL2526112428A1,THROMBOVOREN,DICLOFENAC DIETHYLAMINE | HEPARIN SODIUM,DICLOFENAC DIETHYLAMINE | HEPARIN SODIUM,"['DICLOFENAC DIETHYLAMINE', 'HEPARIN SODIUM']",2,antikoagulan,antikoagulan|nsaid,antikoagulan,1,Obat Bebas Terbatas - Lokal,Obat Bebas Terbatas,0,1,EMULGEL,gel,topikal,"DUS, 1 TUBE @ 15 GRAM ;; DUS, 1 TUBE @ 20 GRAM",TUNGGAL IDAMAN ABDI - Indonesia,TUNGGAL IDAMAN ABDI,Indonesia,2025-09-02,2030-09-02,Berlaku,aktif,1550,2,drug_name_category_lookup.csv,DICLOFENAC|HEPARIN,curated_rule
DKI0063401417A2,DKI0063401417A2,THYROZOL,THIAMAZOLE,THIAMAZOLE,[],0,tiroid,tiroid,tiroid,1,Obat Keras - Impor,Obat Keras,1,1,TABLET SALUT SELAPUT,tablet,oral,"DUS, 10 BLISTER @ 10 TABLET SALUT SELAPUT (BULK) ;; DUS, 10 BLISTER @ 10 TABLET SALUT SELAPUT ;; DUS, 1000 BLISTER @ 10 TABLET SALUT SELAPUT",MERCK TBK - Indonesia,MERCK TBK,Indonesia,2024-11-07,2029-11-07,Berlaku,aktif,1251,3,drug_name_category_lookup.csv,THIAMAZOLE,curated_rule
DKI2154801017A1,DKI2154801017A1,TIDYP,LINAGLIPTIN,LINAGLIPTIN,['LINAGLIPTIN'],1,antidiabetes,antidiabetes,antidiabetes,1,Obat Keras - Impor,Obat Keras,1,1,TABLET SALUT SELAPUT,tablet,oral,"DUS, 3 BLISTER @ 10 TABLET SALUT SELAPUT",SOHO INDUSTRI PHARMASI - Indonesia,SOHO INDUSTRI PHARMASI,Indonesia,2025-11-27,2030-11-27,Berlaku,aktif,1636,1,drug_name_category_lookup.csv,LINAGLIPTIN,curated_rule
DKL0203808346A1,DKL0203808346A1,TOBROSON,TOBRAMYCIN. DEXAMETHASONE SODIUM PHOSPHATE,TOBRAMYCIN. DEXAMETHASONE SODIUM PHOSPHATE,['TOBRAMYCIN. DEXAMETHASONE SODIUM PHOSPHATE'],1,kortikosteroid,kortikosteroid,kortikosteroid,1,Obat Keras - Lokal,Obat Keras,1,1,"TETES MATA; 3,00 MG /1,30 MG",tetes,mata,"1 BOTOL PLASTIK @ 5 ML ;; CATCH COVER, 5 BOTOL PLASTIK @ 0,6 ML",CENDO - Indonesia,CENDO,Indonesia,2022-07-01,2026-11-22,Berlaku,aktif,170,2,drug_name_category_lookup.csv,DEXAMETHASONE,curated_rule
DKL0203808431A1,DKL0203808431A1,TOBROSON,TOBRAMYCIN. DEXAMETHASONE,TOBRAMYCIN. DEXAMETHASONE,['TOBRAMYCIN. DEXAMETHASONE'],1,kortikosteroid,kortikosteroid,kortikosteroid,1,Obat Keras - Lokal,Obat Keras,1,1,"SALEP MATA; 3,15 MG /1,05 MG",salep,mata,"TUBE @ 3,5 G",CENDO - Indonesia,CENDO,Indonesia,2021-12-23,2026-10-31,Berlaku,aktif,148,1,drug_name_category_lookup.csv,DEXAMETHASONE,curated_rule
DKL0203808431A2,DKL0203808431A2,TOBROSON,DEXAMETHASONE. TOBRAMYCIN,DEXAMETHASONE. TOBRAMYCIN,['DEXAMETHASONE. TOBRAMYCIN'],1,kortikosteroid,kortikosteroid,kortikosteroid,1,Obat Keras - Lokal,Obat Keras,1,1,SALEP MATA; 1 mg /3  MG,salep,mata,"CATCH COVER, 5 BOTOL PLASTIK @ 0,5 G",CENDO - Indonesia,CENDO,Indonesia,2024-07-01,2027-12-28,Berlaku,aktif,571,1,drug_name_category_lookup.csv,DEXAMETHASONE,curated_rule
DKI1352503017C1,DKI1352503017C1,TRAJENTA DUO,METFORMIN HYDROCHLORIDE. LINAGLIPTIN,METFORMIN HYDROCHLORIDE. LINAGLIPTIN,['METFORMIN HYDROCHLORIDE. LINAGLIPTIN'],1,antidiabetes,antidiabetes,antidiabetes,1,Obat Keras - Impor,Obat Keras,1,1,"TABLET SALUT SELAPUT; 2,5 MG /1000 MG",tablet,oral,"DUS, 3 ALUBLISTER @ 10 TABLET SALUT SELAPUT",BOEHRINGER INGELHEIM INDONESIA - Indonesia,BOEHRINGER INGELHEIM INDONESIA,Indonesia,2022-09-10,2027-09-10,Berlaku,aktif,462,1,drug_name_category_lookup.csv,LINAGLIPTIN | METFORMIN,curated_rule
DKI2460500217A1,DKI2460500217A1,TRAJENTA DUO,LINAGLIPTIN | METFORMIN HYDROCHLORIDE,LINAGLIPTIN | METFORMIN HYDROCHLORIDE,"['LINAGLIPTIN', 'METFORMIN HYDROCHLORIDE']",2,antidiabetes,antidiabetes,antidiabetes,1,Obat Keras - Impor,Obat Keras,1,1,TABLET SALUT SELAPUT,tablet,oral,"DUS, 1 BOTOL PLASTIK @ 60 TABLET SALUT SELAPUT",TUNGGAL IDAMAN ABDI - Indonesia,TUNGGAL IDAMAN ABDI,Indonesia,2025-03-19,2030-03-19,Berlaku,aktif,1383,1,drug_name_category_lookup.csv,LINAGLIPTIN | METFORMIN,curated_rule
DKI1352503017A1,DKI1352503017A1,TRAJENTA DUO,LINAGLIPTIN. METFORMIN HYDROCHLORIDE,LINAGLIPTIN. METFORMIN HYDROCHLORIDE,['LINAGLIPTIN. METFORMIN HYDROCHLORIDE'],1,antidiabetes,antidiabetes,antidiabetes,1,Obat Keras - Impor,Obat Keras,1,1,"TABLET SALUT SELAPUT; 2,5 mg /500 MG",tablet,oral,"DUS, 3 ALUBLISTER @ 10 TABLET SALUT SELAPUT",BOEHRINGER INGELHEIM INDONESIA - Indonesia,BOEHRINGER INGELHEIM INDONESIA,Indonesia,2022-09-13,2027-09-13,Berlaku,aktif,465,1,drug_name_category_lookup.csv,LINAGLIPTIN | METFORMIN,curated_rule
DKI2575705167B1,DKI2575705167B1,TRELEGY ELLIPTA,FLUTICASONE FUROATE | UMECLIDINIUM BROMIDE | VILANTEROL TRIFENATATE,FLUTICASONE FUROATE | UMECLIDINIUM BROMIDE | VILANTEROL TRIFENATATE,"['FLUTICASONE FUROATE', 'UMECLIDINIUM BROMIDE', 'VILANTEROL TRIFENATATE']",3,kortikosteroid,kortikosteroid,kortikosteroid,1,Obat Keras - Impor,Obat Keras,1,1,SERBUK INHALER,lainnya,oral,"DUS, 1 ELLIPTA @ 30 DOSIS",GLAXO WELLCOME INDONESIA - Indonesia,GLAXO WELLCOME INDONESIA,Indonesia,2025-09-17,2030-09-17,Berlaku,aktif,1565,1,drug_name_category_lookup.csv,FLUTICASONE,curated_rule
DKI2132300643A2,DKI2132300643A2,TRESIBA,INSULIN DEGLUDEC,INSULIN DEGLUDEC,['INSULIN DEGLUDEC'],1,antidiabetes,antidiabetes,antidiabetes,1,Obat Keras - Impor,Obat Keras,1,1,LARUTAN INJEKSI,injeksi,parenteral,"DUS, 5 CARTRIDGE @ 3 ML IN PRE-FILLED PEN (FLEXPEN)",BETA PHARMACON - Indonesia,BETA PHARMACON,Indonesia,2025-06-22,2030-06-22,Berlaku,aktif,1478,1,drug_name_category_lookup.csv,INSULIN,curated_rule
GKL1205047010A1,GKL1205047010A1,TRIAMCINOLONE,TRIAMCINOLONE,TRIAMCINOLONE,['TRIAMCINOLONE'],1,kortikosteroid,kortikosteroid,kortikosteroid,1,Obat Generik Keras - Lokal,Obat Keras,1,1,TABLET,tablet,oral,"DUS, 10 STRIP @ 10 TABLET",DEXA MEDICA - Indonesia,DEXA MEDICA,Indonesia,2026-05-02,2031-04-22,Berlaku,aktif,1782,1,drug_name_category_lookup.csv,TRIAMCINOLONE,curated_rule
DKI2131600817A1,DKI2131600817A1,TRIPLIXAM,AMLODIPINE BESILATE | INDAPAMIDE | PERINDOPRIL ARGININE,AMLODIPINE BESILATE | INDAPAMIDE | PERINDOPRIL ARGININE,"['AMLODIPINE BESILATE', 'INDAPAMIDE', 'PERINDOPRIL ARGININE']",3,ccb,ccb,ccb,1,Obat Keras - Impor,Obat Keras,1,1,TABLET SALUT SELAPUT,tablet,oral,"DUS, 1 BOTOL PLASTIK @ 30 TABLET SALUT SELAPUT",GENERO PHARMACEUTICALS - Indonesia,GENERO PHARMACEUTICALS,Indonesia,2025-08-24,2030-08-24,Berlaku,aktif,1541,1,drug_name_category_lookup.csv,AMLODIPINE,curated_rule
DKI2424200910A1,DKI2424200910A1,TWYNSTA,AMLODIPINE BESILATE | TELMISARTAN,AMLODIPINE BESILATE | TELMISARTAN,"['AMLODIPINE BESILATE', 'TELMISARTAN']",2,ace_arb,ace_arb|ccb,ace_arb,1,Obat Keras - Impor,Obat Keras,1,1,TABLET,tablet,oral,"DUS, 4 ALUBLISTER @ 7 TABLET",TUNGGAL IDAMAN ABDI - Indonesia,TUNGGAL IDAMAN ABDI,Indonesia,2025-04-24,2030-04-24,Berlaku,aktif,1419,1,drug_name_category_lookup.csv,AMLODIPINE|TELMISARTAN,curated_rule
DKI1701700417A1,DKI1701700417A1,UPERIO,"SACUBITRIL VALSARTAN SODIUM HYDRATE 56.551 MG ~ SACUBITRIL 24,3 MG DAN VALSARTAN 25,7 MG","SACUBITRIL VALSARTAN SODIUM HYDRATE 56.551 MG  SACUBITRIL 24,3 MG DAN VALSARTAN 25,7 MG","['SACUBITRIL VALSARTAN SODIUM HYDRATE 56.551 MG ~ SACUBITRIL 24,3 MG DAN VALSARTAN 25,7 MG']",1,ace_arb,ace_arb,ace_arb,1,Obat Keras - Impor,Obat Keras,1,1,TABLET SALUT SELAPUT,tablet,oral,"DUS, 2 BLISTER @ 14 TABLET SALUT SELAPUT",NOVARTIS INDONESIA - Indonesia,NOVARTIS INDONESIA,Indonesia,2023-03-24,2027-04-14,Berlaku,aktif,313,1,drug_name_category_lookup.csv,VALSARTAN,curated_rule
DKI1701700417C1,DKI1701700417C1,UPERIO,"SACUBITRIL VALSARTAN SODIUM HYDRATE 226.206 MG ~ SACUBITRIL 97,2 MG DAN VALSARTAN 102,8 MG","SACUBITRIL VALSARTAN SODIUM HYDRATE 226.206 MG  SACUBITRIL 97,2 MG DAN VALSARTAN 102,8 MG","['SACUBITRIL VALSARTAN SODIUM HYDRATE 226.206 MG ~ SACUBITRIL 97,2 MG DAN VALSARTAN 102,8 MG']",1,ace_arb,ace_arb,ace_arb,1,Obat Keras - Impor,Obat Keras,1,1,TABLET SALUT SELAPUT,tablet,oral,"DUS, 4 BLISTER @ 7 TABLET SALUT SELAPUT",NOVARTIS INDONESIA - Indonesia,NOVARTIS INDONESIA,Indonesia,2023-03-24,2027-04-14,Berlaku,aktif,313,1,drug_name_category_lookup.csv,VALSARTAN,curated_rule
DKI1701700417B1,DKI1701700417B1,UPERIO,"SACUBITRIL VALSARTAN SODIUM HYDRATE 113.103 MG ~ SACUBITRIL 48,6 MG DAN VALSARTAN 51,4 MG","SACUBITRIL VALSARTAN SODIUM HYDRATE 113.103 MG  SACUBITRIL 48,6 MG DAN VALSARTAN 51,4 MG","['SACUBITRIL VALSARTAN SODIUM HYDRATE 113.103 MG ~ SACUBITRIL 48,6 MG DAN VALSARTAN 51,4 MG']",1,ace_arb,ace_arb,ace_arb,1,Obat Keras - Impor,Obat Keras,1,1,TABLET SALUT SELAPUT,tablet,oral,"DUS, 2 BLISTER @ 14 TABLET SALUT SELAPUT",NOVARTIS INDONESIA - Indonesia,NOVARTIS INDONESIA,Indonesia,2023-03-24,2027-04-14,Berlaku,aktif,313,1,drug_name_category_lookup.csv,VALSARTAN,curated_rule
GKL2044401817B1,GKL2044401817B1,VALSARTAN,VALSARTAN,VALSARTAN,['VALSARTAN'],1,ace_arb,ace_arb,ace_arb,1,Obat Generik Keras - Lokal,Obat Keras,1,1,TABLET SALUT SELAPUT,tablet,oral,"DUS, 3 STRIP @ 10 TABLET SALUT SELAPUT",KIMIA FARMA Tbk. - Indonesia,KIMIA FARMA Tbk.,Indonesia,2025-09-25,2030-09-22,Berlaku,aktif,1570,1,drug_name_category_lookup.csv,VALSARTAN,curated_rule
DKL9207802429A1,DKL9207802429A1,VANQUIN PLUS,CHLORAMPHENICOL | HYDROCORTISONE ACETATE,CHLORAMPHENICOL | HYDROCORTISONE ACETATE,"['CHLORAMPHENICOL', 'HYDROCORTISONE ACETATE']",2,kortikosteroid,kortikosteroid,kortikosteroid,1,Obat Keras - Lokal,Obat Keras,1,1,KRIM,krim,topikal,"DUS, 1 TUBE @ 5 GRAM",GRATIA HUSADA FARMA - Indonesia,GRATIA HUSADA FARMA,Indonesia,2026-04-24,2031-04-24,Berlaku,aktif,1784,1,drug_name_category_lookup.csv,HYDROCORTISONE,curated_rule
DKI1953000309A1,DKI1953000309A1,VARDIPIN 5/160,VALSARTAN. AMLODIPINE BESILATE,VALSARTAN. AMLODIPINE BESILATE,['VALSARTAN. AMLODIPINE BESILATE'],1,ace_arb,ace_arb|ccb,ace_arb,1,Obat Keras - Impor,Obat Keras,1,1,"KAPLET SALUT SELAPUT; 160 MG /6,94 MG",kaplet,oral,"DUS, 2 BLISTER @ 14 KAPLET SALUT SELAPUT ;; DUS, MAKSIMAL 400 BLISTER @ 14 KAPLET SALUT SELAPUT ;; DUS, 400 BLISTER @ 14 KAPLET SALUT SELAPUT",OTTO PHARMACEUTICAL INDUSTRIES - Indonesia,OTTO PHARMACEUTICAL INDUSTRIES,Indonesia,2024-08-11,2027-08-11,Berlaku,aktif,432,3,drug_name_category_lookup.csv,AMLODIPINE|VALSARTAN,curated_rule
DKL1121635129A1,DKL1121635129A1,VASLONE,HYDROCORTISONE. MICONAZOLE NITRATE,HYDROCORTISONE. MICONAZOLE NITRATE,['HYDROCORTISONE. MICONAZOLE NITRATE'],1,kortikosteroid,kortikosteroid,kortikosteroid,1,Obat Keras - Lokal,Obat Keras,1,1,KRIM; 10 MG /20 MG,krim,topikal,"DUS, TUBE @ 5 G",PHAROS INDONESIA - Indonesia,PHAROS INDONESIA,Indonesia,2022-08-30,2027-08-30,Berlaku,aktif,451,1,drug_name_category_lookup.csv,HYDROCORTISONE,curated_rule
DKL1433531509A1,DKL1433531509A1,VELACOM PLUS 1/250,GLIMEPIRIDE | METFORMIN HYDROCHLORIDE,GLIMEPIRIDE | METFORMIN HYDROCHLORIDE,"['GLIMEPIRIDE', 'METFORMIN HYDROCHLORIDE']",2,antidiabetes,antidiabetes,antidiabetes,1,Obat Keras - Lokal,Obat Keras,1,1,KAPLET SALUT SELAPUT,kaplet,oral,"DUS, 3 STRIP @ 10 KAPLET SALUT SELAPUT",NOVELL PHARMACEUTICAL LABORATORIES - Indonesia,NOVELL PHARMACEUTICAL LABORATORIES,Indonesia,2026-04-12,2031-04-12,Berlaku,aktif,1772,1,drug_name_category_lookup.csv,GLIMEPIRIDE | METFORMIN,curated_rule
DKL7822251529A1,DKL7822251529A1,VISANCORT,CAMPHOR. CLIOQUINOL. HYDROCORTISONE,CAMPHOR. CLIOQUINOL. HYDROCORTISONE,['CAMPHOR. CLIOQUINOL. HYDROCORTISONE'],1,kortikosteroid,kortikosteroid,kortikosteroid,1,Obat Keras - Lokal,Obat Keras,1,1,KRIM; 10 MG /10 MG /10 MG,krim,topikal,"DUS, 1 TUBE @ 10 GRAM",SANBE FARMA - Indonesia,SANBE FARMA,Indonesia,2021-04-22,2026-04-22,Berlaku,kedaluwarsa,-44,1,drug_name_category_lookup.csv,HYDROCORTISONE,curated_rule
DKL9930409514B1,DKL9930409514B1,VOLTAREN SR 75,DICLOFENAC SODIUM,DICLOFENAC SODIUM,['DICLOFENAC SODIUM'],1,nsaid,nsaid,nsaid,1,Obat Keras - Lokal,Obat Keras,1,1,TABLET PELEPASAN LAMBAT,tablet,oral,"DUS, 5 BLISTER @ 10 TABLET PELEPASAN LAMBAT",NOVARTIS INDONESIA - Indonesia,NOVARTIS INDONESIA,Indonesia,2026-04-22,2031-04-22,Berlaku,aktif,1782,1,drug_name_category_lookup.csv,DICLOFENAC,curated_rule
DKL2231549510A1,DKL2231549510A1,VOLTERI,CANDESARTAN CILEXETIL. AMLODIPINE BESILATE,CANDESARTAN CILEXETIL. AMLODIPINE BESILATE,['CANDESARTAN CILEXETIL. AMLODIPINE BESILATE'],1,ace_arb,ace_arb|ccb,ace_arb,1,Obat Keras - Lokal,Obat Keras,1,1,"TABLET; 8 MG /6,93 MG",tablet,oral,"DUS, 3 STRIP @ 10 TABLET",PRATAPA NIRMALA - Indonesia,PRATAPA NIRMALA,Indonesia,2023-08-09,2028-08-09,Berlaku,aktif,796,1,drug_name_category_lookup.csv,AMLODIPINE|CANDESARTAN,curated_rule
LKE18066181,LKE18066181,VYTORIN,EZETIMIBE | SIMVASTATIN,EZETIMIBE | SIMVASTATIN,"['EZETIMIBE', 'SIMVASTATIN']",2,statin,statin,statin,1,Lisensi - Khusus Ekspor,Khusus Ekspor,0,0,TABLET,tablet,oral,"DUS, 3 BLISTER @ 10 TABLET ;; DRUM, MAKSIMUM @ 46 KG ;; DUS, 4 BLISTER @ 7 TABLET ;; DRUM, MAKSIMUM @ 30 KG",ORGANON PHARMA INDONESIA TBK - Indonesia,ORGANON PHARMA INDONESIA TBK,Indonesia,2026-04-09,2031-04-09,Berlaku,aktif,1769,4,drug_name_category_lookup.csv,SIMVASTATIN,curated_rule
DKL2409504917B1,DKL2409504917B1,XALIQUIS 2.5,Apixaban 2.5 mg,APIXABAN 2.5 MG,['Apixaban 2.5 mg'],1,antikoagulan,antikoagulan,antikoagulan,1,Obat Keras - Lokal,Obat Keras,1,1,TABLET SALUT SELAPUT,tablet,oral,"DUS, 2 BLISTER @ 10 TABLET SALUT SELAPUT",IMEDCO DJAJA - Indonesia,IMEDCO DJAJA,Indonesia,2024-01-29,2029-01-29,Berlaku,aktif,969,1,drug_name_category_lookup.csv,APIXABAN,curated_rule
DKL2409504917A1,DKL2409504917A1,XALIQUIS 5,Apixaban 5 mg,APIXABAN 5 MG,['Apixaban 5 mg'],1,antikoagulan,antikoagulan,antikoagulan,1,Obat Keras - Lokal,Obat Keras,1,1,TABLET SALUT SELAPUT,tablet,oral,"DUS, 2 BLISTER @ 10 TABLET SALUT SELAPUT",IMEDCO DJAJA - Indonesia,IMEDCO DJAJA,Indonesia,2024-01-16,2029-01-16,Berlaku,aktif,956,1,drug_name_category_lookup.csv,APIXABAN,curated_rule
DKI2527900214A1,DKI2527900214A1,XIGDUO XR,DAPAGLIFLOZIN PROPANEDIOL | METFORMIN HYDROCHLORIDE,DAPAGLIFLOZIN PROPANEDIOL | METFORMIN HYDROCHLORIDE,"['DAPAGLIFLOZIN PROPANEDIOL', 'METFORMIN HYDROCHLORIDE']",2,antidiabetes,antidiabetes,antidiabetes,1,Obat Keras - Impor,Obat Keras,1,1,TABLET SALUT SELAPUT PELEPASAN LAMBAT,tablet,oral,"DUS, 4 BLISTER @ 7 TABLET SALUT SELAPUT PELEPASAN LAMBAT ;; DUS, 5 BLISTER @ 6 TABLET SALUT SELAPUT PELEPASAN LAMBAT",ASTRAZENECA INDONESIA - Indonesia,ASTRAZENECA INDONESIA,Indonesia,2026-03-31,2028-06-18,Berlaku,aktif,744,2,drug_name_category_lookup.csv,DAPAGLIFLOZIN | METFORMIN,curated_rule
DKI1827900217A1,DKI1827900217A1,XIGDUO XR,DAPAGLIFLOZIN PROPANEDIOL. METFORMIN HYDROCHLORIDE,DAPAGLIFLOZIN PROPANEDIOL. METFORMIN HYDROCHLORIDE,['DAPAGLIFLOZIN PROPANEDIOL. METFORMIN HYDROCHLORIDE'],1,antidiabetes,antidiabetes,antidiabetes,1,Obat Keras - Impor,Obat Keras,1,1,"TABLET SALUT SELAPUT; 6,150 MG /502.61 MG",tablet,oral,"DUS, 4 BLISTER @ 7 TABLET SALUT SELAPUT",ASTRAZENECA INDONESIA - Indonesia,ASTRAZENECA INDONESIA,Indonesia,2023-06-18,2028-06-18,Berlaku,aktif,744,1,drug_name_category_lookup.csv,DAPAGLIFLOZIN | METFORMIN,curated_rule
